COMARCA;POBLACIO;CODI_CENTRE;CENTRE;NATURALESA;ESTUDIS
Baix Llobregat;Esplugues de Llobregat;8017049;Utmar;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Esplugues de Llobregat;8017049;Utmar;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Esplugues de Llobregat;8017086;Nazaret;Privat;BATXILLERAT
Baix Llobregat;Esplugues de Llobregat;8017086;Nazaret;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Esplugues de Llobregat;8017086;Nazaret;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Esplugues de Llobregat;8017086;Nazaret;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Esplugues de Llobregat;8017104;Escola Gras i Soler;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Esplugues de Llobregat;8017104;Escola Gras i Soler;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Esplugues de Llobregat;8017116;Escola Matilde Orduña;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Esplugues de Llobregat;8017116;Escola Matilde Orduña;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Esplugues de Llobregat;8017131;Institut Severo Ochoa;Públic;BATXILLERAT
Baix Llobregat;Esplugues de Llobregat;8017131;Institut Severo Ochoa;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Esplugues de Llobregat;8017153;Institut Joanot Martorell;Públic;BATXILLERAT
Baix Llobregat;Esplugues de Llobregat;8017153;Institut Joanot Martorell;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Osona;Folgueroles;8017207;Escola Mossèn Cinto;Públic;EDUCACIÓ INFANTIL
Osona;Folgueroles;8017207;Escola Mossèn Cinto;Públic;EDUCACIÓ PRIMÀRIA
Bages;Fonollosa;8017232;Escola Agrupació Sant Jordi;Públic;EDUCACIÓ INFANTIL
Bages;Fonollosa;8017232;Escola Agrupació Sant Jordi;Públic;EDUCACIÓ PRIMÀRIA
Alt Penedès;Font-rubí;8017244;Escola Font-rúbia;Públic;EDUCACIÓ INFANTIL
Alt Penedès;Font-rubí;8017244;Escola Font-rúbia;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Les Franqueses del Vallès;8017271;Escola Joan Sanpera i Torras;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Les Franqueses del Vallès;8017271;Escola Joan Sanpera i Torras;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;La Garriga;8017311;Escola Puiggraciós;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;La Garriga;8017311;Escola Puiggraciós;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;La Garriga;8017335;Sant Lluís Gonçaga;Privat;EDUCACIÓ INFANTIL
Vallès Oriental;La Garriga;8017335;Sant Lluís Gonçaga;Privat;EDUCACIÓ PRIMÀRIA
Vallès Oriental;La Garriga;8017335;Sant Lluís Gonçaga;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Gavà;8017359;Escola Salvador Lluch;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Gavà;8017359;Escola Salvador Lluch;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Gavà;8017360;Escola Jacme March;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Gavà;8017360;Escola Jacme March;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Gavà;8017384;Sagrada Família;Privat;BATXILLERAT
Baix Llobregat;Gavà;8017384;Sagrada Família;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Gavà;8017384;Sagrada Família;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Gavà;8017384;Sagrada Família;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Gavà;8017402;Inmaculada Concepción;Privat;BATXILLERAT
Baix Llobregat;Gavà;8017402;Inmaculada Concepción;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Gavà;8017402;Inmaculada Concepción;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Gavà;8017402;Inmaculada Concepción;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Gavà;8017438;San Pedro;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Gavà;8017438;San Pedro;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Gavà;8017438;San Pedro;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Gavà;8017451;Santo Ángel;Privat;BATXILLERAT
Baix Llobregat;Gavà;8017451;Santo Ángel;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Gavà;8017451;Santo Ángel;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Gavà;8017451;Santo Ángel;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Gavà;8017505;Escola Juan Salamero;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Gavà;8017505;Escola Juan Salamero;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Gavà;8017517;Sagrat Cor;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Gavà;8017517;Sagrat Cor;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Gavà;8017517;Sagrat Cor;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Gavà;8017530;Institut de Bruguers;Públic;BATXILLERAT
Baix Llobregat;Gavà;8017530;Institut de Bruguers;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Alt Penedès;Gelida;8017611;Escola Montcau;Públic;EDUCACIÓ INFANTIL
Alt Penedès;Gelida;8017611;Escola Montcau;Públic;EDUCACIÓ PRIMÀRIA
Berguedà;Gironella;8017633;Escola Sant Marc;Públic;EDUCACIÓ INFANTIL
Berguedà;Gironella;8017633;Escola Sant Marc;Públic;EDUCACIÓ PRIMÀRIA
Berguedà;Gironella;8017645;Escola de Gironella;Públic;EDUCACIÓ INFANTIL
Berguedà;Gironella;8017645;Escola de Gironella;Públic;EDUCACIÓ PRIMÀRIA
Berguedà;Gironella;8017657;FEDAC-Gironella;Privat;EDUCACIÓ INFANTIL
Berguedà;Gironella;8017657;FEDAC-Gironella;Privat;EDUCACIÓ PRIMÀRIA
Alt Penedès;La Granada;8017682;Escola Jacint Verdaguer;Públic;EDUCACIÓ INFANTIL
Alt Penedès;La Granada;8017682;Escola Jacint Verdaguer;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Granollers;8017694;Escola Pereanton;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Granollers;8017694;Escola Pereanton;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Granollers;8017700;Escola Joan Solans;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Granollers;8017700;Escola Joan Solans;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Granollers;8017712;Escola Ferrer i Guàrdia;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Granollers;8017712;Escola Ferrer i Guàrdia;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Granollers;8017773;Cervetó;Privat;BATXILLERAT
Vallès Oriental;Granollers;8017773;Cervetó;Privat;EDUCACIÓ INFANTIL
Vallès Oriental;Granollers;8017773;Cervetó;Privat;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Granollers;8017773;Cervetó;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Granollers;8017785;Escola Pia de Granollers;Privat;BATXILLERAT
Vallès Oriental;Granollers;8017785;Escola Pia de Granollers;Privat;EDUCACIÓ INFANTIL
Vallès Oriental;Granollers;8017785;Escola Pia de Granollers;Privat;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Granollers;8017785;Escola Pia de Granollers;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Granollers;8017797;Jardí;Privat;EDUCACIÓ INFANTIL
Vallès Oriental;Granollers;8017797;Jardí;Privat;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Granollers;8017797;Jardí;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Granollers;8017815;L'Estel;Privat;EDUCACIÓ INFANTIL
Vallès Oriental;Granollers;8017815;L'Estel;Privat;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Granollers;8017815;L'Estel;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Granollers;8017827;Maria Anna Mogas;Privat;EDUCACIÓ INFANTIL
Vallès Oriental;Granollers;8017827;Maria Anna Mogas;Privat;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Granollers;8017827;Maria Anna Mogas;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Anoia;Igualada;8019460;Escola Emili Vallès;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Granollers;8017840;Educem;Privat;EDUCACIÓ INFANTIL
Vallès Oriental;Granollers;8017840;Educem;Privat;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Granollers;8017840;Educem;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Granollers;8017852;Institut Escola del Treball;Públic;BATXILLERAT
Vallès Oriental;Granollers;8017852;Institut Escola del Treball;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Granollers;8017918;Escola Granullarius;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Granollers;8017918;Escola Granullarius;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Granollers;8017931;Institut Antoni Cumella;Públic;BATXILLERAT
Vallès Oriental;Granollers;8017931;Institut Antoni Cumella;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Gualba;8017979;Escola Aqua Alba;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Gualba;8017979;Escola Aqua Alba;Públic;EDUCACIÓ PRIMÀRIA
Bages;Sant Salvador de Guardiola;8017992;Escola Montserrat;Públic;EDUCACIÓ INFANTIL
Bages;Sant Salvador de Guardiola;8017992;Escola Montserrat;Públic;EDUCACIÓ PRIMÀRIA
Berguedà;Guardiola de Berguedà;8018005;Escola Sant Llorenç;Públic;EDUCACIÓ INFANTIL
Berguedà;Guardiola de Berguedà;8018005;Escola Sant Llorenç;Públic;EDUCACIÓ PRIMÀRIA
Berguedà;Sant Julià de Cerdanyola;8018017;Escola L'Albiol - ZER Alt Berguedà;Públic;EDUCACIÓ INFANTIL
Berguedà;Sant Julià de Cerdanyola;8018017;Escola L'Albiol - ZER Alt Berguedà;Públic;EDUCACIÓ PRIMÀRIA
Osona;Gurb;8018029;Escola Les Escoles;Públic;EDUCACIÓ INFANTIL
Osona;Gurb;8018029;Escola Les Escoles;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018066;Escola Menéndez Pidal;Públic;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018066;Escola Menéndez Pidal;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018078;Escola Bellvitge;Públic;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018078;Escola Bellvitge;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018091;Escola Pep Ventura;Públic;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018091;Escola Pep Ventura;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018145;Escola Pau Vila;Públic;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018145;Escola Pau Vila;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018157;Escola Santiago Ramon y Cajal;Públic;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018157;Escola Santiago Ramon y Cajal;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018273;Norai;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018273;Norai;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018273;Norai;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8018303;Alpes;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018303;Alpes;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018303;Alpes;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8018315;Pare Enric d'Ossó;Privat;BATXILLERAT
Barcelonès;L'Hospitalet de Llobregat;8018315;Pare Enric d'Ossó;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018315;Pare Enric d'Ossó;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018315;Pare Enric d'Ossó;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8018339;Azorín;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018339;Azorín;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018340;Alegre;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018340;Alegre;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018340;Alegre;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8018352;Casal dels Àngels;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018352;Casal dels Àngels;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018352;Casal dels Àngels;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8018376;La Florida;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018376;La Florida;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018376;La Florida;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8018391;Sant Gervasi;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018391;Sant Gervasi;Privat;EDUCACIÓ PRIMÀRIA
Anoia;Igualada;8019460;Escola Emili Vallès;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018391;Sant Gervasi;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8018406;Canigó;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018406;Canigó;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018406;Canigó;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8018455;Sanfeliu;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018455;Sanfeliu;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018467;Fax;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018467;Fax;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018467;Fax;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8018561;Xaloc;Privat;BATXILLERAT
Barcelonès;L'Hospitalet de Llobregat;8018561;Xaloc;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018561;Xaloc;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8018583;Cultura;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018583;Cultura;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018583;Cultura;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8018601;Sant Josep Obrer;Privat;BATXILLERAT
Barcelonès;L'Hospitalet de Llobregat;8018601;Sant Josep Obrer;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018601;Sant Josep Obrer;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018601;Sant Josep Obrer;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8018777;Balaguer;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018777;Balaguer;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018777;Balaguer;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8018807;Montessori;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018807;Montessori;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018807;Montessori;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8018871;Joan XXIII;Privat;BATXILLERAT
Barcelonès;L'Hospitalet de Llobregat;8018871;Joan XXIII;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018871;Joan XXIII;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018871;Joan XXIII;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8018901;Pineda;Privat;BATXILLERAT
Barcelonès;L'Hospitalet de Llobregat;8018901;Pineda;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8018901;Pineda;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8018972;Utmar;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8018972;Utmar;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8019009;Sant Jaume de la FEP;Privat;BATXILLERAT
Barcelonès;L'Hospitalet de Llobregat;8019009;Sant Jaume de la FEP;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8019009;Sant Jaume de la FEP;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8019009;Sant Jaume de la FEP;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8019058;Tecla Sala;Privat;BATXILLERAT
Barcelonès;L'Hospitalet de Llobregat;8019058;Tecla Sala;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8019058;Tecla Sala;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8019058;Tecla Sala;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8019149;Escola Bernat Metge;Públic;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8019149;Escola Bernat Metge;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8019150;San Jaime;Privat;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8019150;San Jaime;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8019198;Escola Pompeu Fabra;Públic;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8019198;Escola Pompeu Fabra;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8019216;Escola Busquets i Punset;Públic;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8019216;Escola Busquets i Punset;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8019231;Escola Milagros Consarnau;Públic;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8019231;Escola Milagros Consarnau;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8019241;Escola Frederic Mistral;Públic;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8019241;Escola Frederic Mistral;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8019265;Escola Joaquim Ruyra;Públic;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8019265;Escola Joaquim Ruyra;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8019277;Escola La Marina;Públic;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8019277;Escola La Marina;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8019290;Escola Provençana;Públic;EDUCACIÓ INFANTIL
Barcelonès;L'Hospitalet de Llobregat;8019290;Escola Provençana;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;L'Hospitalet de Llobregat;8019307;Institut Santa Eulàlia;Públic;BATXILLERAT
Barcelonès;L'Hospitalet de Llobregat;8019307;Institut Santa Eulàlia;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8019319;Institut Pedraforca;Públic;BATXILLERAT
Barcelonès;L'Hospitalet de Llobregat;8019319;Institut Pedraforca;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8019320;Institut Torras i Bages;Públic;BATXILLERAT
Barcelonès;L'Hospitalet de Llobregat;8019320;Institut Torras i Bages;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;L'Hospitalet de Llobregat;8019371;Institut Llobregat;Públic;ITINERARIS FORMATIUS ESPECÍFICS
Barcelonès;L'Hospitalet de Llobregat;8019411;Institut Bellvitge;Públic;BATXILLERAT
Barcelonès;L'Hospitalet de Llobregat;8019411;Institut Bellvitge;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Anoia;Igualada;8019435;Escola García i Fossas;Públic;EDUCACIÓ INFANTIL
Anoia;Igualada;8019435;Escola García i Fossas;Públic;EDUCACIÓ PRIMÀRIA
Anoia;Igualada;8019459;Escola Gabriel Castella i Raich;Públic;EDUCACIÓ INFANTIL
Anoia;Igualada;8019459;Escola Gabriel Castella i Raich;Públic;EDUCACIÓ PRIMÀRIA
Anoia;Igualada;8019472;Àuria;Privat;EDUCACIÓ ESPECIAL
Anoia;Igualada;8019484;Monalco;Privat;EDUCACIÓ INFANTIL
Anoia;Igualada;8019484;Monalco;Privat;EDUCACIÓ PRIMÀRIA
Anoia;Igualada;8019484;Monalco;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Anoia;Igualada;8019502;Escola Pia d'Igualada;Privat;BATXILLERAT
Anoia;Igualada;8019502;Escola Pia d'Igualada;Privat;EDUCACIÓ INFANTIL
Anoia;Igualada;8019502;Escola Pia d'Igualada;Privat;EDUCACIÓ PRIMÀRIA
Anoia;Igualada;8019502;Escola Pia d'Igualada;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Anoia;Igualada;8019514;Jesús Maria;Privat;EDUCACIÓ INFANTIL
Anoia;Igualada;8019514;Jesús Maria;Privat;EDUCACIÓ PRIMÀRIA
Anoia;Igualada;8019541;Maristes Igualada;Privat;EDUCACIÓ INFANTIL
Anoia;Igualada;8019541;Maristes Igualada;Privat;EDUCACIÓ PRIMÀRIA
Anoia;Igualada;8019541;Maristes Igualada;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Anoia;Igualada;8019551;Igualada;Privat;BATXILLERAT
Anoia;Igualada;8019551;Igualada;Privat;EDUCACIÓ INFANTIL
Anoia;Igualada;8019551;Igualada;Privat;EDUCACIÓ PRIMÀRIA
Anoia;Igualada;8019551;Igualada;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Anoia;Igualada;8019575;Escolàpies Igualada;Privat;EDUCACIÓ INFANTIL
Anoia;Igualada;8019575;Escolàpies Igualada;Privat;EDUCACIÓ PRIMÀRIA
Anoia;Igualada;8019599;Mare del Diví Pastor;Privat;EDUCACIÓ INFANTIL
Anoia;Igualada;8019599;Mare del Diví Pastor;Privat;EDUCACIÓ PRIMÀRIA
Anoia;Igualada;8019617;Mowgli;Privat;EDUCACIÓ INFANTIL
Anoia;Igualada;8019617;Mowgli;Privat;EDUCACIÓ PRIMÀRIA
Anoia;Igualada;8019630;Institut Pere Vives i Vich;Públic;BATXILLERAT
Anoia;Igualada;8019630;Institut Pere Vives i Vich;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Anoia;Igualada;8019642;Escola Pare Ramon Castelltort i Miralda;Públic;EDUCACIÓ INFANTIL
Anoia;Igualada;8019642;Escola Pare Ramon Castelltort i Miralda;Públic;EDUCACIÓ PRIMÀRIA
Anoia;Igualada;8019654;Institut Milà i Fontanals;Públic;BATXILLERAT
Anoia;Jorba;8019678;Escola Guerau de Jorba;Públic;EDUCACIÓ INFANTIL
Anoia;Jorba;8019678;Escola Guerau de Jorba;Públic;EDUCACIÓ PRIMÀRIA
Anoia;La Llacuna;8019691;Escola Vilademàger - ZER Serra d'Ancosa;Públic;EDUCACIÓ INFANTIL
Anoia;La Llacuna;8019691;Escola Vilademàger - ZER Serra d'Ancosa;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;La Llagosta;8019711;Escola Sagrada Família;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;La Llagosta;8019711;Escola Sagrada Família;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;La Llagosta;8019721;Balmes;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;La Llagosta;8019733;Gilpe;Privat;EDUCACIÓ INFANTIL
Vallès Oriental;La Llagosta;8019733;Gilpe;Privat;EDUCACIÓ PRIMÀRIA
Vallès Oriental;La Llagosta;8019745;Escola Joan Maragall;Públic;EDUCACIÓ INFANTIL
Maresme;Malgrat de Mar;8019897;Fonlladosa;Privat;EDUCACIÓ INFANTIL
Vallès Oriental;La Llagosta;8019745;Escola Joan Maragall;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Llinars del Vallès;8019782;Escola Salvador Sanromà;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Llinars del Vallès;8019782;Escola Salvador Sanromà;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Lliçà de Vall;8019824;Escola Les Llisses;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Lliçà de Vall;8019824;Escola Les Llisses;Públic;EDUCACIÓ PRIMÀRIA
Osona;Lluçà;8019861;Escola Gafarró - ZER Alt Lluçanès;Públic;EDUCACIÓ INFANTIL
