COMARCA;POBLACIO;CODI_CENTRE;CENTRE;NATURALESA;ESTUDIS
Barcelonès;Barcelona;8031927;Escola Tècnico-Professional Xavier;Privat;FORMACIÓ PROFESSIONAL
Baix Llobregat;Gavà;8031976;CEFP Núria;Privat;EDUCACIÓ D'ADULTS NO REGLATS
Baix Llobregat;Gavà;8031976;CEFP Núria;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;L'Hospitalet de Llobregat;8031988;Miquel Servet;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Santa Coloma de Gramenet;8032051;Català Comercial;Privat;FORMACIÓ PROFESSIONAL
Baix Llobregat;Sant Vicenç dels Horts;8032063;Salesians Sant Vicenç dels Horts;Privat;FORMACIÓ PROFESSIONAL
Baix Llobregat;Sant Vicenç dels Horts;8032063;Salesians Sant Vicenç dels Horts;Privat;PROGRAMA DE FORMACIÓ I INSERCIÓ
Vallès Occidental;Terrassa;8032075;Cingle;Privat;FORMACIÓ PROFESSIONAL
Osona;Les Masies de Voltregà;8032154;EFA Quintanes;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8032208;Centre d'Estudis Politècnics;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8032211;Ceir - Arco Villarroel;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8032211;Ceir - Arco Villarroel;Privat;PROGRAMA DE FORMACIÓ I INSERCIÓ
Barcelonès;Barcelona;8032233;Institució Cultural del C.I.C.;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8032361;Stucom;Privat;EDUCACIÓ D'ADULTS NO REGLATS
Barcelonès;Barcelona;8032361;Stucom;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Badalona;8038363;Cons. de Música de Badalona;Públic;MÚSICA
Barcelonès;Barcelona;8032361;Stucom;Privat;PROGRAMA DE FORMACIÓ I INSERCIÓ
Barcelonès;Barcelona;8032385;Institut Mitjans Audiovisuals;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8032427;Escola d'aprenents SEAT;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8033638;Centre Català Comercial;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Badalona;8034916;Joan Maragall;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Badalona;8033717;Perruqueria i Estètica Badalona;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;L'Hospitalet de Llobregat;8033912;Institut Mercè Rodoreda;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Santa Coloma de Gramenet;8034001;Institut Terra Roja;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Vallès Occidental;Terrassa;8034059;Institut Nicolau Copèrnic;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8034138;Institut Poblenou;Públic;FORMACIÓ PROFESSIONAL
Maresme;Mataró;8034141;Freta;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8034205;Institut La Guineueta;Públic;FORMACIÓ PROFESSIONAL
Baix Llobregat;Molins de Rei;8034217;Institut Bernat el Ferrer;Públic;FORMACIÓ PROFESSIONAL
Vallès Oriental;Sant Celoni;8034606;Institut Baix Montseny;Públic;FORMACIÓ PROFESSIONAL
Baix Llobregat;Viladecans;8034621;Institut de Sales;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Santa Coloma de Gramenet;8034643;Institut Les Vinyes;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Santa Coloma de Gramenet;8034643;Institut Les Vinyes;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Barcelonès;Barcelona;8034709;Institut Narcís Monturiol;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Badalona;8034916;Joan Maragall;Privat;PROGRAMA DE FORMACIÓ I INSERCIÓ
Barcelonès;Barcelona;8035015;López Vicuña;Privat;EDUCACIÓ D'ADULTS NO REGLATS
Barcelonès;Barcelona;8035015;López Vicuña;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8035039;Institut Bonanova;Públic;FORMACIÓ PROFESSIONAL
Baix Llobregat;Cornellà de Llobregat;8035143;Institut Miquel Martí i Pol;Públic;FORMACIÓ PROFESSIONAL
Baix Llobregat;Cornellà de Llobregat;8035143;Institut Miquel Martí i Pol;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Maresme;Arenys de Mar;8035155;Institut Els Tres Turons;Públic;FORMACIÓ PROFESSIONAL
Vallès Oriental;La Garriga;8035234;Institut Vil·la Romana;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;L'Hospitalet de Llobregat;8035258;Institut Apel·les Mestres;Públic;FORMACIÓ PROFESSIONAL
Vallès Occidental;Ripollet;8035295;Institut Palau Ausit;Públic;FORMACIÓ PROFESSIONAL
Bages;Sant Joan de Vilatorrada;8035313;Institut Quercus;Públic;FORMACIÓ PROFESSIONAL
Bages;Sant Joan de Vilatorrada;8035313;Institut Quercus;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Vallès Occidental;Barberà del Vallès;8035349;Institut La Romànica;Públic;FORMACIÓ PROFESSIONAL
Vallès Occidental;Barberà del Vallès;8035349;Institut La Romànica;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Alt Penedès;Vilafranca del Penedès;8035362;Institut Alt Penedès;Públic;FORMACIÓ PROFESSIONAL
Alt Penedès;Vilafranca del Penedès;8035362;Institut Alt Penedès;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Baix Llobregat;Esplugues de Llobregat;8035593;Colegio Alemán de Barcelona;Privat;BATXILLERAT
Baix Llobregat;Esplugues de Llobregat;8035593;Colegio Alemán de Barcelona;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Esplugues de Llobregat;8035593;Colegio Alemán de Barcelona;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Esplugues de Llobregat;8035593;Colegio Alemán de Barcelona;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8035672;Ramon y Cajal;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8035726;Roger de Llúria;Privat;FORMACIÓ PROFESSIONAL
Maresme;Calella;8035787;Freta;Privat;FORMACIÓ PROFESSIONAL
Vallès Occidental;Sabadell;8035805;Jaume Viladoms;Privat;FORMACIÓ PROFESSIONAL
Vallès Occidental;Sabadell;8035805;Jaume Viladoms;Privat;PROGRAMA DE FORMACIÓ I INSERCIÓ
Barcelonès;Barcelona;8036299;Acis;Privat;PROGRAMA DE FORMACIÓ I INSERCIÓ
Vallès Occidental;Rubí;8036330;Institut J.V. Foix;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8036691;LLI privada Copérnico;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8036755;Solc Nou;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8036871;Centre d'Estudis Catalunya;Privat;FORMACIÓ PROFESSIONAL
Vallès Oriental;Santa Eulàlia de Ronçana;8036998;Institut La Vall de Tenes;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8037036;LLI privada Guinyol;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Martorell;8037152;Institut Joan Oró;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Santa Coloma de Gramenet;8037176;Institut La Bastida;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Santa Coloma de Gramenet;8037176;Institut La Bastida;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Vallès Occidental;Ripollet;8037206;Institut Lluís Companys;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8037346;Santapau-Pifma;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8037395;Monlau;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8037395;Monlau;Privat;PROGRAMA DE FORMACIÓ I INSERCIÓ
Barcelonès;Barcelona;8037589;Villar;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8038119;Francesc Pejoan;Privat;FORMACIÓ PROFESSIONAL
Vallès Occidental;Terrassa;8038120;Edgar;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8038387;Cons. de Música Municipal de Barcelona;Públic;MÚSICA
Barcelonès;Barcelona;8038399;E.S.Art Dramat. de l'Institut del Teatre;Públic;ART DRAMÀTIC SUPERIOR
Barcelonès;Barcelona;8038405;Cent.Sup.Música Liceu;Privat;MÚSICA
Vallès Occidental;Sabadell;8038466;Cons. de Música de Sabadell;Públic;MÚSICA
Vallès Occidental;Terrassa;8038478;Cons. de Música de Terrassa;Públic;MÚSICA
Barcelonès;Barcelona;8038511;Centre Autor. de Grau Mitja i Super. d'APD Elisava;Privat;FORMACIÓ PROFESSIONAL
Bages;Manresa;8038594;Cons. de Música de Manresa;Públic;MÚSICA
Barcelonès;L'Hospitalet de Llobregat;8038673;Dolmen;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;L'Hospitalet de Llobregat;8038867;Jaume Balmes;Privat;FORMACIÓ PROFESSIONAL
Baix Llobregat;Viladecans;8040904;Frandaser;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;L'Hospitalet de Llobregat;8038867;Jaume Balmes;Privat;PROGRAMA DE FORMACIÓ I INSERCIÓ
Barcelonès;Barcelona;8039082;LLI privada El Camí Feliç Turó Parc;Privat;EDUCACIÓ INFANTIL
Vallès Occidental;Sabadell;8039203;Institut Agustí Serra i Fontanet;Públic;FORMACIÓ PROFESSIONAL
Vallès Occidental;Sabadell;8039203;Institut Agustí Serra i Fontanet;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Barcelonès;Barcelona;8040035;Oak House British School;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8040035;Oak House British School;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8040096;Centre Aut Grau Sup.APD Groc;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8040126;Lyceé Français de Barcelone;Privat;BATXILLERAT
Barcelonès;Barcelona;8040126;Lyceé Français de Barcelone;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8040126;Lyceé Français de Barcelone;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8040126;Lyceé Français de Barcelone;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8040217;Escuela Suiza;Privat;BATXILLERAT
Barcelonès;Barcelona;8040217;Escuela Suiza;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8040217;Escuela Suiza;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8040217;Escuela Suiza;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Esparreguera;8040540;Institut El Cairat;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Osona;Manlleu;8040552;Institut Antoni Pous i Argila;Públic;FORMACIÓ PROFESSIONAL
Baix Llobregat;Gavà;8040631;LLI privada Patufet;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Viladecans;8040904;Frandaser;Privat;PROGRAMA DE FORMACIÓ I INSERCIÓ
Baix Llobregat;Sant Feliu de Llobregat;8041519;Institut Martí Dot;Públic;FORMACIÓ PROFESSIONAL
Baix Llobregat;Esplugues de Llobregat;8041738;The American School of Barcelona;Privat;BATXILLERAT
Baix Llobregat;Esplugues de Llobregat;8041738;The American School of Barcelona;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Esplugues de Llobregat;8041738;The American School of Barcelona;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Esplugues de Llobregat;8041738;The American School of Barcelona;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8041741;Ceir - Arco Aragó;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8041829;The Benjamin Franklin International School;Privat;BATXILLERAT
Barcelonès;Barcelona;8041829;The Benjamin Franklin International School;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8041829;The Benjamin Franklin International School;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8041829;The Benjamin Franklin International School;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8041842;Granja-Escola Sinaí;Privat;EDUCACIÓ D'ADULTS
Barcelonès;Barcelona;8041842;Granja-Escola Sinaí;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8041842;Granja-Escola Sinaí;Privat;PROGRAMA DE FORMACIÓ I INSERCIÓ
Baix Llobregat;Gavà;8041866;Institut El Calamot;Públic;FORMACIÓ PROFESSIONAL
Anoia;Igualada;8042561;Cons. de Música Mestre Joan Just i Bertran;Públic;MÚSICA
Baix Llobregat;Gavà;8041866;Institut El Calamot;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Barcelonès;Barcelona;8041933;Institut Rubió i Tudurí;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Badalona;8042019;Institut Badalona VII;Públic;FORMACIÓ PROFESSIONAL
Bages;Súria;8042044;Institut Mig-Món;Públic;FORMACIÓ PROFESSIONAL
Garraf;Sant Pere de Ribes;8042056;Institut Can Puig;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Sant Adrià de Besòs;8042101;Institut Manuel Vázquez Montalbán;Públic;FORMACIÓ PROFESSIONAL
Vallès Occidental;Badia del Vallès;8042342;Institut de Badia del Vallès;Públic;FORMACIÓ PROFESSIONAL
Vallès Occidental;Badia del Vallès;8042342;Institut de Badia del Vallès;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Barcelonès;Barcelona;8042573;Institut Lluïsa Cura;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;L'Hospitalet de Llobregat;8042767;Perrault;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8042846;CFA Cornellà de Llobregat;Públic;CURSOS D'ACCÉS SENSE TITULACIÓ
Baix Llobregat;Cornellà de Llobregat;8042846;CFA Cornellà de Llobregat;Públic;EDUCACIÓ D'ADULTS
Baix Llobregat;Cornellà de Llobregat;8042846;CFA Cornellà de Llobregat;Públic;EDUCACIÓ D'ADULTS NO REGLATS
Maresme;Mataró;8042858;CFA Els Tarongers;Públic;EDUCACIÓ D'ADULTS
Maresme;Mataró;8042858;CFA Els Tarongers;Públic;EDUCACIÓ D'ADULTS NO REGLATS
Vallès Oriental;Caldes de Montbui;8043486;Institut Manolo Hugué;Públic;FORMACIÓ PROFESSIONAL
Alt Penedès;Sant Sadurní d'Anoia;8043498;Esc. Viticultura i Enolo. Mercè Rossell i Domènech;Públic;FORMACIÓ PROFESSIONAL
Vallès Occidental;Terrassa;8043516;Institut Santa Eulàlia;Públic;FORMACIÓ PROFESSIONAL
Baix Llobregat;Sant Andreu de la Barca;8043671;Institut El Palau;Públic;FORMACIÓ PROFESSIONAL
Vallès Occidental;Terrassa;8043516;Institut Santa Eulàlia;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Barcelonès;Barcelona;8043531;Nins-Nena Cases;Privat;EDUCACIÓ INFANTIL
Vallès Oriental;Granollers;8043644;Institut Carles Vallbona;Públic;FORMACIÓ PROFESSIONAL
Vallès Oriental;La Llagosta;8043656;Institut Marina;Públic;FORMACIÓ PROFESSIONAL
Vallès Oriental;La Llagosta;8043656;Institut Marina;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Vallès Occidental;Rubí;8043668;Institut L'Estatut;Públic;FORMACIÓ PROFESSIONAL
Maresme;Pineda de Mar;8057047;CFA Natura;Públic;EDUCACIÓ D'ADULTS NO REGLATS
Baix Llobregat;Sant Andreu de la Barca;8043671;Institut El Palau;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Baix Llobregat;Sant Boi de Llobregat;8043681;Institut Marianao;Públic;FORMACIÓ PROFESSIONAL
Garraf;Vilanova i la Geltrú;8043693;Institut Joaquim Mir;Públic;FORMACIÓ PROFESSIONAL
Baix Llobregat;Olesa de Montserrat;8043978;Institut Daniel Blanxart i Pedrals;Públic;FORMACIÓ PROFESSIONAL
Garraf;Sitges;8043981;Institut Joan Ramon Benaprès;Públic;FORMACIÓ PROFESSIONAL
Garraf;Sitges;8043981;Institut Joan Ramon Benaprès;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Barcelonès;Barcelona;8044053;Institut Salvador Seguí;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8044120;CFA Freire;Públic;EDUCACIÓ D'ADULTS NO REGLATS
Barcelonès;Barcelona;8044120;CFA Freire;Públic;EDUCACIÓ D'ADULTS
Barcelonès;Barcelona;8044326;Roca;Privat;FORMACIÓ PROFESSIONAL
Vallès Occidental;Sant Cugat del Vallès;8044429;Àgora;Privat;FORMACIÓ PROFESSIONAL
Vallès Occidental;Montcada i Reixac;8044533;Institut La Ferreria;Públic;FORMACIÓ PROFESSIONAL
Osona;Centelles;8044569;Institut Pere Barnils;Públic;FORMACIÓ PROFESSIONAL
Vallès Oriental;Llinars del Vallès;8044594;Institut Giola;Públic;FORMACIÓ PROFESSIONAL
Moianès;Moià;8044600;Institut Moianès;Públic;FORMACIÓ PROFESSIONAL
Vallès Oriental;Parets del Vallès;8044612;Institut Torre de Malla;Públic;FORMACIÓ PROFESSIONAL
Vallès Occidental;Sabadell;8044624;Institut Sabadell;Públic;FORMACIÓ PROFESSIONAL
Vallès Occidental;Cerdanyola del Vallès;8044715;Institut Jaume Mimó;Públic;FORMACIÓ PROFESSIONAL
Vallès Occidental;Cerdanyola del Vallès;8044715;Institut Jaume Mimó;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Vallès Oriental;Granollers;8044788;Parc Estudi;Privat;FORMACIÓ PROFESSIONAL
Vallès Oriental;Granollers;8044788;Parc Estudi;Privat;PROGRAMA DE FORMACIÓ I INSERCIÓ
Barcelonès;Barcelona;8044909;Comercial Català;Privat;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8044934;Institut Escola d'Hoteleria i Turisme de Barcelona;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8044934;Institut Escola d'Hoteleria i Turisme de Barcelona;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Barcelonès;Barcelona;8044961;ESCRBC de Catalunya;Públic;CONSERVACIÓ I RESTAURACIÓ DE BÉNS CULTURALS
Maresme;Tordera;8044983;Institut Lluís Companys;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Badalona;8044995;Institut Barres i Ones;Públic;FORMACIÓ PROFESSIONAL
Vallès Occidental;Santa Perpètua de Mogoda;8045021;Institut Estela Ibèrica;Públic;FORMACIÓ PROFESSIONAL
Vallès Oriental;Llinars del Vallès;8045161;Ginebró;Privat;FORMACIÓ PROFESSIONAL
Alt Penedès;Sant Sadurní d'Anoia;8045239;Institut Escola Intermunicipal del Penedès;Públic;FORMACIÓ PROFESSIONAL
Bages;Navàs;8045240;Llar d'infants Quitxalla;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Lliçà de Vall;8045252;Escola Bressol Els Ninots;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Santa Perpètua de Mogoda;8045276;Llar d'infants Can Folguera;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Santa Perpètua de Mogoda;8045288;Llar d'infants Els Pins;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Esparreguera;8045291;Llar d'infants Cucuruga;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Palau-solità i Plegamans;8045306;Institut Ramon Casas i Carbó;Públic;FORMACIÓ PROFESSIONAL
Vallès Occidental;Palau-solità i Plegamans;8045306;Institut Ramon Casas i Carbó;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Osona;Sant Pere de Torelló;8045318;Escola Bressol L'Avet;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Granollers;8045331;Escola Bressol Municipal Tortuga;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Sant Just Desvern;8045367;Llar d'infants Marrecs;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Palau-solità i Plegamans;8045380;Llar d'infants Patufet;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Palau-solità i Plegamans;8045392;Llar d'infants El Sol;Públic;EDUCACIÓ INFANTIL
Moianès;Castellterçol;8045410;Llar d'infants L'Espurna;Públic;EDUCACIÓ INFANTIL
Alt Penedès;Santa Margarida i els Monjos;8045434;Llar d'infants Xiroi;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Parets del Vallès;8045446;Escola Bressol La Cuna;Públic;EDUCACIÓ INFANTIL
Maresme;Sant Vicenç de Montalt;8045461;Llar d'infants Els Garrofers;Públic;EDUCACIÓ INFANTIL
Barcelonès;Badalona;8045471;Institut Pompeu Fabra;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Barcelona;8045513;Institut Flos i Calcat;Públic;FORMACIÓ PROFESSIONAL
Barcelonès;Badalona;8045604;Institut Enric Borràs;Públic;FORMACIÓ PROFESSIONAL
Maresme;Canet de Mar;8045641;Institut Lluís Domènech i Montaner;Públic;FORMACIÓ PROFESSIONAL
Maresme;Malgrat de Mar;8045665;Institut Ramon Turró i Darder;Públic;FORMACIÓ PROFESSIONAL
Maresme;Malgrat de Mar;8045665;Institut Ramon Turró i Darder;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Vallès Oriental;Caldes de Montbui;8045690;Llar d'infants Gegant del Pi;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Sant Cugat del Vallès;8045719;Llar d'infants El Niu;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Sant Cugat del Vallès;8045720;Llar d'infants La Mimosa;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Sant Cugat del Vallès;8045732;Llar d'infants Gargot;Públic;EDUCACIÓ INFANTIL
Alt Penedès;Vilafranca del Penedès;8045793;Llar d'infants L'Anxaneta;Públic;EDUCACIÓ INFANTIL
Alt Penedès;Vilafranca del Penedès;8045801;Llar d'infants Sol Solet;Públic;EDUCACIÓ INFANTIL
Alt Penedès;Vilafranca del Penedès;8045811;Llar d'infants Lola Anglada;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8045823;Llar d'infants Linda Vista;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8045835;Llar d'infants La Trepa;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8045847;Llar d'infants La Baldufa;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Terrassa;8045872;Llar d'infants L'Esquitx;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Terrassa;8045884;Llar d'infants Espígol;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Terrassa;8045896;Llar d'infants Giravolt;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Terrassa;8045902;Escola Bressol Moisès;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Terrassa;8045914;Llar d'infants Soleia;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Terrassa;8045926;Llar d'infants Tabalet;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Terrassa;8045938;Llar d'infants La Ginesta;Públic;EDUCACIÓ INFANTIL
Alt Penedès;Font-rubí;8045941;Llar d'infants Els Pinells;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Rubí;8045951;Escola Bressol Sol Solet;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Vacarisses;8045963;Llar d'infants El Cuc;Públic;EDUCACIÓ INFANTIL
Berguedà;Puig-reig;8045975;Llar d'infants L'Estel;Públic;EDUCACIÓ INFANTIL
Osona;Taradell;8045987;Llar d'infants Municipal;Públic;EDUCACIÓ INFANTIL
Berguedà;Berga;8046062;Llar d'infants Flor de Neu;Públic;EDUCACIÓ INFANTIL
Anoia;Santa Margarida de Montbui;8046074;Llar d'infants Santa Anna;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Molins de Rei;8046098;Llar d'infants El Rodó;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Vallirana;8046104;Llar d'infants Els Barrufets;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Sant Climent de Llobregat;8046116;Llar d'infants Sant Climent;Públic;EDUCACIÓ INFANTIL
Maresme;Cabrils;8046131;Llar d'infants Rosa Aymerich;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;El Prat de Llobregat;8046141;Llar d'infants Sol Solet;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Ullastrell;8046165;Llar d'infants El Cucut;Públic;EDUCACIÓ INFANTIL
Alt Penedès;Olèrdola;8046189;Escola Bressol Gotims;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Barberà del Vallès;8046244;Llar d'infants Rodona;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Barberà del Vallès;8046256;Llar d'infants Xerinola;Públic;EDUCACIÓ INFANTIL
Anoia;La Pobla de Claramunt;8046268;Llar d'infants Sol Solet;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8046311;Escola Bressol Can Bruixa;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8046323;Escola Bressol Barrufets;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8046335;Escola Bressol Bellmunt;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8046360;Escola Bressol Canigó;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8046384;Escola Bressol Cadí;Públic;EDUCACIÓ INFANTIL
Maresme;Mataró;8046402;Escola Bressol Cerdanyola;Públic;EDUCACIÓ INFANTIL
Maresme;Mataró;8046414;Llar d'infants La Llàntia;Públic;EDUCACIÓ INFANTIL
Maresme;Mataró;8046426;Llar d'infants Rocafonda;Públic;EDUCACIÓ INFANTIL
Maresme;Mataró;8046438;Llar d'infants Les Figueretes;Públic;EDUCACIÓ INFANTIL
Maresme;Mataró;8046451;Llar d'infants Tabalet;Públic;EDUCACIÓ INFANTIL
Bages;Callús;8046463;Llar d'infants Mainada;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;La Garriga;8046475;EA de la Garriga;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Bages;Fonollosa;8046499;Llar d'infants Rexics;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8046517;Escola Bressol Cargol;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8046530;Escola Bressol El Tren;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8046542;Escola Bressol El Vent;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Esplugues de Llobregat;8046657;Institut Joaquim Blume;Públic;FORMACIÓ PROFESSIONAL
Vallès Occidental;Sabadell;8046669;Institut Ribot i Serra;Públic;FORMACIÓ PROFESSIONAL
Vallès Occidental;Sabadell;8046669;Institut Ribot i Serra;Públic;PROGRAMA DE FORMACIÓ I INSERCIÓ
Vallès Occidental;Castellar del Vallès;8046682;Institut de Castellar;Públic;FORMACIÓ PROFESSIONAL
Vallès Occidental;Sant Cugat del Vallès;8046694;Institut Centre d'Alt Rendiment Esportiu;Públic;FORMACIÓ PROFESSIONAL
Vallès Occidental;Terrassa;8046724;Institut Montserrat Roig;Públic;FORMACIÓ PROFESSIONAL
Alt Penedès;Vilafranca del Penedès;8046736;Institut Milà i Fontanals;Públic;FORMACIÓ PROFESSIONAL
Maresme;Mataró;8046748;Institut Thos i Codina;Públic;FORMACIÓ PROFESSIONAL
